,,,,,
,Banco,Valor,Tipo de Investimento,Prazo,Objetivo
,Sicredi,"R$ 31.752,80",poupança,,negociação tia
,Sicredi,"R$ 44.723,51",,,garantia carro
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,total,"R$ 76.476,31",,,
